QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
56,Merge Intervals,merge-intervals,Medium,46.30986180345567,False,"array,sorting",algorithms
57,Insert Interval,insert-interval,Medium,39.171203389898004,False,array,algorithms
58,Length of Last Word,length-of-last-word,Easy,44.37671741024229,False,string,algorithms
59,Spiral Matrix II,spiral-matrix-ii,Medium,69.79308160901341,False,"array,matrix,simulation",algorithms
60,Permutation Sequence,permutation-sequence,Hard,44.91943957034438,False,"math,recursion",algorithms
61,Rotate List,rotate-list,Medium,36.366877228701846,False,"linked-list,two-pointers",algorithms
62,Unique Paths,unique-paths,Medium,62.823467421851696,False,"math,dynamic-programming,combinatorics",algorithms
63,Unique Paths II,unique-paths-ii,Medium,39.64180719937088,False,"array,dynamic-programming,matrix",algorithms
64,Minimum Path Sum,minimum-path-sum,Medium,62.370793844939065,False,"array,dynamic-programming,matrix",algorithms
65,Valid Number,valid-number,Hard,18.796157862478964,False,string,algorithms
66,Plus One,plus-one,Easy,43.89055090228158,False,"array,math",algorithms
67,Add Binary,add-binary,Easy,52.47953186744125,False,"math,string,bit-manipulation,simulation",algorithms
68,Text Justification,text-justification,Hard,37.92028072381716,False,"array,string,simulation",algorithms
69,Sqrt(x),sqrtx,Easy,37.621039287732344,False,"math,binary-search",algorithms
70,Climbing Stairs,climbing-stairs,Easy,52.23421724086349,False,"math,dynamic-programming,memoization",algorithms
71,Simplify Path,simplify-path,Medium,40.69280843696381,False,"string,stack",algorithms
72,Edit Distance,edit-distance,Medium,54.86642561544818,False,"string,dynamic-programming",algorithms
73,Set Matrix Zeroes,set-matrix-zeroes,Medium,52.28090313617608,False,"array,hash-table,matrix",algorithms
74,Search a 2D Matrix,search-a-2d-matrix,Medium,48.13621164644277,False,"array,binary-search,matrix",algorithms
75,Sort Colors,sort-colors,Medium,59.389890987187556,False,"array,two-pointers,sorting",algorithms
76,Minimum Window Substring,minimum-window-substring,Hard,41.00905167262793,False,"hash-table,string,sliding-window",algorithms
77,Combinations,combinations,Medium,67.43579755765762,False,backtracking,algorithms
78,Subsets,subsets,Medium,75.47160247520335,False,"array,backtracking,bit-manipulation",algorithms
79,Word Search,word-search,Medium,40.38698250420246,False,"array,backtracking,matrix",algorithms
80,Remove Duplicates from Sorted Array II,remove-duplicates-from-sorted-array-ii,Medium,53.5315328872734,False,"array,two-pointers",algorithms
81,Search in Rotated Sorted Array II,search-in-rotated-sorted-array-ii,Medium,35.782639110561746,False,"array,binary-search",algorithms
82,Remove Duplicates from Sorted List II,remove-duplicates-from-sorted-list-ii,Medium,46.16792621332993,False,"linked-list,two-pointers",algorithms
83,Remove Duplicates from Sorted List,remove-duplicates-from-sorted-list,Easy,50.97495236515023,False,linked-list,algorithms
84,Largest Rectangle in Histogram,largest-rectangle-in-histogram,Hard,42.92933133752898,False,"array,stack,monotonic-stack",algorithms
85,Maximal Rectangle,maximal-rectangle,Hard,45.24279576383849,False,"array,dynamic-programming,stack,matrix,monotonic-stack",algorithms
86,Partition List,partition-list,Medium,52.45408475575206,False,"linked-list,two-pointers",algorithms
87,Scramble String,scramble-string,Hard,39.13487531512924,False,"string,dynamic-programming",algorithms
88,Merge Sorted Array,merge-sorted-array,Easy,47.254754804616326,False,"array,two-pointers,sorting",algorithms
89,Gray Code,gray-code,Medium,57.57844936209576,False,"math,backtracking,bit-manipulation",algorithms
90,Subsets II,subsets-ii,Medium,56.18703587880041,False,"array,backtracking,bit-manipulation",algorithms
91,Decode Ways,decode-ways,Medium,32.984413728931386,False,"string,dynamic-programming",algorithms
92,Reverse Linked List II,reverse-linked-list-ii,Medium,45.53791894541996,False,linked-list,algorithms
93,Restore IP Addresses,restore-ip-addresses,Medium,47.90874212241601,False,"string,backtracking",algorithms
94,Binary Tree Inorder Traversal,binary-tree-inorder-traversal,Easy,74.25574159711744,False,"stack,tree,depth-first-search,binary-tree",algorithms
95,Unique Binary Search Trees II,unique-binary-search-trees-ii,Medium,52.92113804712811,False,"dynamic-programming,backtracking,tree,binary-search-tree,binary-tree",algorithms
96,Unique Binary Search Trees,unique-binary-search-trees,Medium,59.916284221861225,False,"math,dynamic-programming,tree,binary-search-tree,binary-tree",algorithms
97,Interleaving String,interleaving-string,Medium,37.543441448863,False,"string,dynamic-programming",algorithms
98,Validate Binary Search Tree,validate-binary-search-tree,Medium,32.13526737275924,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
99,Recover Binary Search Tree,recover-binary-search-tree,Medium,51.483716836413926,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
100,Same Tree,same-tree,Easy,58.777332084057164,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
101,Symmetric Tree,symmetric-tree,Easy,54.74917220539082,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
102,Binary Tree Level Order Traversal,binary-tree-level-order-traversal,Medium,64.9854669405694,False,"tree,breadth-first-search,binary-tree",algorithms
103,Binary Tree Zigzag Level Order Traversal,binary-tree-zigzag-level-order-traversal,Medium,57.33147207677099,False,"tree,breadth-first-search,binary-tree",algorithms
104,Maximum Depth of Binary Tree,maximum-depth-of-binary-tree,Easy,74.17740548311394,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
105,Construct Binary Tree from Preorder and Inorder Traversal,construct-binary-tree-from-preorder-and-inorder-traversal,Medium,61.98309388398589,False,"array,hash-table,divide-and-conquer,tree,binary-tree",algorithms
106,Construct Binary Tree from Inorder and Postorder Traversal,construct-binary-tree-from-inorder-and-postorder-traversal,Medium,60.56210294744876,False,"array,hash-table,divide-and-conquer,tree,binary-tree",algorithms
107,Binary Tree Level Order Traversal II,binary-tree-level-order-traversal-ii,Medium,61.62289471579453,False,"tree,breadth-first-search,binary-tree",algorithms
108,Convert Sorted Array to Binary Search Tree,convert-sorted-array-to-binary-search-tree,Easy,70.2513320474249,False,"array,divide-and-conquer,tree,binary-search-tree,binary-tree",algorithms
109,Convert Sorted List to Binary Search Tree,convert-sorted-list-to-binary-search-tree,Medium,60.546385928001676,False,"linked-list,divide-and-conquer,tree,binary-search-tree,binary-tree",algorithms
110,Balanced Binary Tree,balanced-binary-tree,Easy,49.689392839775984,False,"tree,depth-first-search,binary-tree",algorithms
111,Minimum Depth of Binary Tree,minimum-depth-of-binary-tree,Easy,44.93655181277519,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
112,Path Sum,path-sum,Easy,48.63712878042736,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
113,Path Sum II,path-sum-ii,Medium,57.34895222904345,False,"backtracking,tree,depth-first-search,binary-tree",algorithms
114,Flatten Binary Tree to Linked List,flatten-binary-tree-to-linked-list,Medium,62.42434223746037,False,"linked-list,stack,tree,depth-first-search,binary-tree",algorithms
115,Distinct Subsequences,distinct-subsequences,Hard,45.0816650371059,False,"string,dynamic-programming",algorithms
116,Populating Next Right Pointers in Each Node,populating-next-right-pointers-in-each-node,Medium,60.92469688461858,False,"linked-list,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
117,Populating Next Right Pointers in Each Node II,populating-next-right-pointers-in-each-node-ii,Medium,50.627346676216845,False,"linked-list,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
118,Pascal's Triangle,pascals-triangle,Easy,71.49526238678817,False,"array,dynamic-programming",algorithms
119,Pascal's Triangle II,pascals-triangle-ii,Easy,61.225697126151005,False,"array,dynamic-programming",algorithms
120,Triangle,triangle,Medium,54.99384606269205,False,"array,dynamic-programming",algorithms
121,Best Time to Buy and Sell Stock,best-time-to-buy-and-sell-stock,Easy,53.98757140759381,False,"array,dynamic-programming",algorithms
122,Best Time to Buy and Sell Stock II,best-time-to-buy-and-sell-stock-ii,Medium,64.39121704717627,False,"array,dynamic-programming,greedy",algorithms
123,Best Time to Buy and Sell Stock III,best-time-to-buy-and-sell-stock-iii,Hard,46.11916123507745,False,"array,dynamic-programming",algorithms
124,Binary Tree Maximum Path Sum,binary-tree-maximum-path-sum,Hard,39.33329379013324,False,"dynamic-programming,tree,depth-first-search,binary-tree",algorithms
125,Valid Palindrome,valid-palindrome,Easy,44.91519584952335,False,"two-pointers,string",algorithms
126,Word Ladder II,word-ladder-ii,Hard,27.44429769356984,False,"hash-table,string,backtracking,breadth-first-search",algorithms
127,Word Ladder,word-ladder,Hard,37.500749501277795,False,"hash-table,string,breadth-first-search",algorithms
128,Longest Consecutive Sequence,longest-consecutive-sequence,Medium,47.953498291798624,False,"array,hash-table,union-find",algorithms
129,Sum Root to Leaf Numbers,sum-root-to-leaf-numbers,Medium,61.411630207500345,False,"tree,depth-first-search,binary-tree",algorithms
130,Surrounded Regions,surrounded-regions,Medium,37.30711948002191,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
131,Palindrome Partitioning,palindrome-partitioning,Medium,65.48604434933839,False,"string,dynamic-programming,backtracking",algorithms
132,Palindrome Partitioning II,palindrome-partitioning-ii,Hard,33.70415195877104,False,"string,dynamic-programming",algorithms
133,Clone Graph,clone-graph,Medium,53.76839756354066,False,"hash-table,depth-first-search,breadth-first-search,graph",algorithms
134,Gas Station,gas-station,Medium,46.05690495437052,False,"array,greedy",algorithms
135,Candy,candy,Hard,41.175005744227214,False,"array,greedy",algorithms
136,Single Number,single-number,Easy,71.09339640547209,False,"array,bit-manipulation",algorithms
137,Single Number II,single-number-ii,Medium,61.087804445488004,False,"array,bit-manipulation",algorithms
138,Copy List with Random Pointer,copy-list-with-random-pointer,Medium,52.04115015154673,False,"hash-table,linked-list",algorithms
139,Word Break,word-break,Medium,45.68600843355643,False,"array,hash-table,string,dynamic-programming,trie,memoization",algorithms
140,Word Break II,word-break-ii,Hard,45.70380650451808,False,"array,hash-table,string,dynamic-programming,backtracking,trie,memoization",algorithms
141,Linked List Cycle,linked-list-cycle,Easy,47.84715144632075,False,"hash-table,linked-list,two-pointers",algorithms
142,Linked List Cycle II,linked-list-cycle-ii,Medium,49.37728259322918,False,"hash-table,linked-list,two-pointers",algorithms
143,Reorder List,reorder-list,Medium,53.428130596331194,False,"linked-list,two-pointers,stack,recursion",algorithms
144,Binary Tree Preorder Traversal,binary-tree-preorder-traversal,Easy,67.47183302917301,False,"stack,tree,depth-first-search,binary-tree",algorithms
145,Binary Tree Postorder Traversal,binary-tree-postorder-traversal,Easy,68.66093161954014,False,"stack,tree,depth-first-search,binary-tree",algorithms
146,LRU Cache,lru-cache,Medium,40.875568164710465,False,"hash-table,linked-list,design,doubly-linked-list",algorithms
147,Insertion Sort List,insertion-sort-list,Medium,51.52704910578488,False,"linked-list,sorting",algorithms
148,Sort List,sort-list,Medium,55.70370090316439,False,"linked-list,two-pointers,divide-and-conquer,sorting,merge-sort",algorithms
149,Max Points on a Line,max-points-on-a-line,Hard,25.429070717764603,False,"array,hash-table,math,geometry",algorithms
150,Evaluate Reverse Polish Notation,evaluate-reverse-polish-notation,Medium,46.64703246046482,False,"array,math,stack",algorithms
151,Reverse Words in a String,reverse-words-in-a-string,Medium,34.38160397064526,False,"two-pointers,string",algorithms
152,Maximum Product Subarray,maximum-product-subarray,Medium,34.84574208653217,False,"array,dynamic-programming",algorithms
153,Find Minimum in Rotated Sorted Array,find-minimum-in-rotated-sorted-array,Medium,49.08609245471258,False,"array,binary-search",algorithms
154,Find Minimum in Rotated Sorted Array II,find-minimum-in-rotated-sorted-array-ii,Hard,43.511007085859916,False,"array,binary-search",algorithms
155,Min Stack,min-stack,Medium,52.645876440790964,False,"stack,design",algorithms
156,Binary Tree Upside Down,binary-tree-upside-down,Medium,62.09261998265926,True,"tree,depth-first-search,binary-tree",algorithms
157,Read N Characters Given Read4,read-n-characters-given-read4,Easy,41.04799940331297,True,"string,simulation,interactive",algorithms
158,Read N Characters Given read4 II - Call Multiple Times,read-n-characters-given-read4-ii-call-multiple-times,Hard,41.734852371349476,True,"string,simulation,interactive",algorithms
159,Longest Substring with At Most Two Distinct Characters,longest-substring-with-at-most-two-distinct-characters,Medium,53.96762416800686,True,"hash-table,string,sliding-window",algorithms
160,Intersection of Two Linked Lists,intersection-of-two-linked-lists,Easy,55.04740669841972,False,"hash-table,linked-list,two-pointers",algorithms
161,One Edit Distance,one-edit-distance,Medium,34.15090157722391,True,"two-pointers,string",algorithms
162,Find Peak Element,find-peak-element,Medium,45.86652235135873,False,"array,binary-search",algorithms
163,Missing Ranges,missing-ranges,Easy,32.52815805335276,True,array,algorithms
164,Maximum Gap,maximum-gap,Hard,43.75063592519485,False,"array,sorting,bucket-sort,radix-sort",algorithms
165,Compare Version Numbers,compare-version-numbers,Medium,35.95279720279721,False,"two-pointers,string",algorithms
166,Fraction to Recurring Decimal,fraction-to-recurring-decimal,Medium,24.421657479211436,False,"hash-table,math,string",algorithms
167,Two Sum II - Input Array Is Sorted,two-sum-ii-input-array-is-sorted,Medium,60.115650928901786,False,"array,two-pointers,binary-search",algorithms
168,Excel Sheet Column Title,excel-sheet-column-title,Easy,35.98356585790179,False,"math,string",algorithms
169,Majority Element,majority-element,Easy,63.87345358983251,False,"array,hash-table,divide-and-conquer,sorting,counting",algorithms
170,Two Sum III - Data structure design,two-sum-iii-data-structure-design,Easy,37.64603185389235,True,"array,hash-table,two-pointers,design,data-stream",algorithms
171,Excel Sheet Column Number,excel-sheet-column-number,Easy,62.41049117201262,False,"math,string",algorithms
172,Factorial Trailing Zeroes,factorial-trailing-zeroes,Medium,42.45504907061106,False,math,algorithms
173,Binary Search Tree Iterator,binary-search-tree-iterator,Medium,70.18995204994198,False,"stack,tree,design,binary-search-tree,binary-tree,iterator",algorithms
174,Dungeon Game,dungeon-game,Hard,37.57167375096201,False,"array,dynamic-programming,matrix",algorithms
175,Combine Two Tables,combine-two-tables,Easy,74.54900436745872,False,database,database
176,Second Highest Salary,second-highest-salary,Medium,38.177469933023374,False,database,database
177,Nth Highest Salary,nth-highest-salary,Medium,37.85975769353503,False,database,database
178,Rank Scores,rank-scores,Medium,60.69178024607841,False,database,database
179,Largest Number,largest-number,Medium,34.86599174403395,False,"array,string,greedy,sorting",algorithms
180,Consecutive Numbers,consecutive-numbers,Medium,46.48849921256506,False,database,database
181,Employees Earning More Than Their Managers,employees-earning-more-than-their-managers,Easy,69.02930120820531,False,database,database
182,Duplicate Emails,duplicate-emails,Easy,70.83194657676906,False,database,database
183,Customers Who Never Order,customers-who-never-order,Easy,68.57876104716938,False,database,database
184,Department Highest Salary,department-highest-salary,Medium,50.171590340411264,False,database,database
185,Department Top Three Salaries,department-top-three-salaries,Hard,50.64332321380795,False,database,database
186,Reverse Words in a String II,reverse-words-in-a-string-ii,Medium,53.22724637474969,True,"two-pointers,string",algorithms
187,Repeated DNA Sequences,repeated-dna-sequences,Medium,47.36108450305524,False,"hash-table,string,bit-manipulation,sliding-window,rolling-hash,hash-function",algorithms
188,Best Time to Buy and Sell Stock IV,best-time-to-buy-and-sell-stock-iv,Hard,39.83235874543178,False,"array,dynamic-programming",algorithms
189,Rotate Array,rotate-array,Medium,39.594761211237476,False,"array,math,two-pointers",algorithms
190,Reverse Bits,reverse-bits,Easy,54.95074781558462,False,"divide-and-conquer,bit-manipulation",algorithms
191,Number of 1 Bits,number-of-1-bits,Easy,67.39659884424454,False,"divide-and-conquer,bit-manipulation",algorithms
192,Word Frequency,word-frequency,Medium,25.46741506919647,False,shell,shell
193,Valid Phone Numbers,valid-phone-numbers,Easy,25.8811648244329,False,shell,shell
194,Transpose File,transpose-file,Medium,25.332243130570976,False,shell,shell
195,Tenth Line,tenth-line,Easy,32.84418706293707,False,shell,shell
196,Delete Duplicate Emails,delete-duplicate-emails,Easy,60.9203679648747,False,database,database
197,Rising Temperature,rising-temperature,Easy,44.93984368358678,False,database,database
198,House Robber,house-robber,Medium,49.61847930817264,False,"array,dynamic-programming",algorithms
199,Binary Tree Right Side View,binary-tree-right-side-view,Medium,61.95457317053946,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
200,Number of Islands,number-of-islands,Medium,57.384185781584115,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
201,Bitwise AND of Numbers Range,bitwise-and-of-numbers-range,Medium,42.53697420749803,False,bit-manipulation,algorithms
202,Happy Number,happy-number,Easy,55.02689236070688,False,"hash-table,math,two-pointers",algorithms
203,Remove Linked List Elements,remove-linked-list-elements,Easy,46.60223653713601,False,"linked-list,recursion",algorithms
204,Count Primes,count-primes,Medium,33.19545805567914,False,"array,math,enumeration,number-theory",algorithms
205,Isomorphic Strings,isomorphic-strings,Easy,43.14946718751457,False,"hash-table,string",algorithms
206,Reverse Linked List,reverse-linked-list,Easy,74.13663464923403,False,"linked-list,recursion",algorithms
207,Course Schedule,course-schedule,Medium,45.49632318205559,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
208,Implement Trie (Prefix Tree),implement-trie-prefix-tree,Medium,63.21437179873456,False,"hash-table,string,design,trie",algorithms
209,Minimum Size Subarray Sum,minimum-size-subarray-sum,Medium,46.08947854120974,False,"array,binary-search,sliding-window,prefix-sum",algorithms
210,Course Schedule II,course-schedule-ii,Medium,48.84169367149629,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
211,Design Add and Search Words Data Structure,design-add-and-search-words-data-structure,Medium,44.12976037434868,False,"string,depth-first-search,design,trie",algorithms
212,Word Search II,word-search-ii,Hard,36.18888930141095,False,"array,string,backtracking,trie,matrix",algorithms
213,House Robber II,house-robber-ii,Medium,41.22743592644822,False,"array,dynamic-programming",algorithms
214,Shortest Palindrome,shortest-palindrome,Hard,32.46376219418765,False,"string,rolling-hash,string-matching,hash-function",algorithms
215,Kth Largest Element in an Array,kth-largest-element-in-an-array,Medium,66.56574502224628,False,"array,divide-and-conquer,sorting,heap-priority-queue,quickselect",algorithms
216,Combination Sum III,combination-sum-iii,Medium,68.01445495520746,False,"array,backtracking",algorithms
217,Contains Duplicate,contains-duplicate,Easy,61.21316251557067,False,"array,hash-table,sorting",algorithms
218,The Skyline Problem,the-skyline-problem,Hard,42.052791165099386,False,"array,divide-and-conquer,binary-indexed-tree,segment-tree,line-sweep,heap-priority-queue,ordered-set",algorithms
219,Contains Duplicate II,contains-duplicate-ii,Easy,42.8742878528013,False,"array,hash-table,sliding-window",algorithms
220,Contains Duplicate III,contains-duplicate-iii,Hard,22.251828150057936,False,"array,sliding-window,sorting,bucket-sort,ordered-set",algorithms
221,Maximal Square,maximal-square,Medium,45.28170652186348,False,"array,dynamic-programming,matrix",algorithms
222,Count Complete Tree Nodes,count-complete-tree-nodes,Medium,61.286210272524556,False,"binary-search,tree,depth-first-search,binary-tree",algorithms
223,Rectangle Area,rectangle-area,Medium,45.27147938077621,False,"math,geometry",algorithms
224,Basic Calculator,basic-calculator,Hard,42.50986714225157,False,"math,string,stack,recursion",algorithms
225,Implement Stack using Queues,implement-stack-using-queues,Easy,59.41247834059307,False,"stack,design,queue",algorithms
226,Invert Binary Tree,invert-binary-tree,Easy,75.18777907904499,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
227,Basic Calculator II,basic-calculator-ii,Medium,42.546753178159776,False,"math,string,stack",algorithms
228,Summary Ranges,summary-ranges,Easy,49.180724509499754,False,array,algorithms
229,Majority Element II,majority-element-ii,Medium,46.00588397694723,False,"array,hash-table,sorting,counting",algorithms
230,Kth Smallest Element in a BST,kth-smallest-element-in-a-bst,Medium,70.66365988695664,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
231,Power of Two,power-of-two,Easy,46.118224079924566,False,"math,bit-manipulation,recursion",algorithms
232,Implement Queue using Stacks,implement-queue-using-stacks,Easy,63.589380577071374,False,"stack,design,queue",algorithms
233,Number of Digit One,number-of-digit-one,Hard,33.99436478941201,False,"math,dynamic-programming,recursion",algorithms
234,Palindrome Linked List,palindrome-linked-list,Easy,50.525361045995446,False,"linked-list,two-pointers,stack,recursion",algorithms
235,Lowest Common Ancestor of a Binary Search Tree,lowest-common-ancestor-of-a-binary-search-tree,Medium,62.28014637784498,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
236,Lowest Common Ancestor of a Binary Tree,lowest-common-ancestor-of-a-binary-tree,Medium,59.429555207926775,False,"tree,depth-first-search,binary-tree",algorithms
237,Delete Node in a Linked List,delete-node-in-a-linked-list,Medium,76.6083486715861,False,linked-list,algorithms
238,Product of Array Except Self,product-of-array-except-self,Medium,65.08849920267414,False,"array,prefix-sum",algorithms
239,Sliding Window Maximum,sliding-window-maximum,Hard,46.17185925430765,False,"array,queue,sliding-window,heap-priority-queue,monotonic-queue",algorithms
240,Search a 2D Matrix II,search-a-2d-matrix-ii,Medium,51.27795812078622,False,"array,binary-search,divide-and-conquer,matrix",algorithms
241,Different Ways to Add Parentheses,different-ways-to-add-parentheses,Medium,64.24544475638677,False,"math,string,dynamic-programming,recursion,memoization",algorithms
242,Valid Anagram,valid-anagram,Easy,63.077500843898804,False,"hash-table,string,sorting",algorithms
243,Shortest Word Distance,shortest-word-distance,Easy,65.06347311538116,True,"array,string",algorithms
244,Shortest Word Distance II,shortest-word-distance-ii,Medium,60.90865267746415,True,"array,hash-table,two-pointers,string,design",algorithms
245,Shortest Word Distance III,shortest-word-distance-iii,Medium,58.17158456311321,True,"array,string",algorithms
246,Strobogrammatic Number,strobogrammatic-number,Easy,47.69369519040217,True,"hash-table,two-pointers,string",algorithms
247,Strobogrammatic Number II,strobogrammatic-number-ii,Medium,51.61758507431825,True,"array,string,recursion",algorithms
248,Strobogrammatic Number III,strobogrammatic-number-iii,Hard,41.99627349701644,True,"array,string,recursion",algorithms
249,Group Shifted Strings,group-shifted-strings,Medium,64.36390927284856,True,"array,hash-table,string",algorithms
250,Count Univalue Subtrees,count-univalue-subtrees,Medium,55.89088866984241,True,"tree,depth-first-search,binary-tree",algorithms
251,Flatten 2D Vector,flatten-2d-vector,Medium,49.202442468918115,True,"array,two-pointers,design,iterator",algorithms
252,Meeting Rooms,meeting-rooms,Easy,57.39697774957363,True,"array,sorting",algorithms
253,Meeting Rooms II,meeting-rooms-ii,Medium,50.67492670529985,True,"array,two-pointers,greedy,sorting,heap-priority-queue,prefix-sum",algorithms
