QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
26,Remove Duplicates from Sorted Array,remove-duplicates-from-sorted-array,Easy,51.146290876807086,False,"array,two-pointers",algorithms
27,Remove Element,remove-element,Easy,52.50252667514186,False,"array,two-pointers",algorithms
28,Find the Index of the First Occurrence in a String,find-the-index-of-the-first-occurrence-in-a-string,Medium,37.86536776009015,False,"two-pointers,string,string-matching",algorithms
29,Divide Two Integers,divide-two-integers,Medium,17.257306457435114,False,"math,bit-manipulation",algorithms
30,Substring with Concatenation of All Words,substring-with-concatenation-of-all-words,Hard,31.034612282153155,False,"hash-table,string,sliding-window",algorithms
31,Next Permutation,next-permutation,Medium,37.278287684156666,False,"array,two-pointers",algorithms
32,Longest Valid Parentheses,longest-valid-parentheses,Hard,32.74782929531697,False,"string,dynamic-programming,stack",algorithms
33,Search in Rotated Sorted Array,search-in-rotated-sorted-array,Medium,38.820496279240196,False,"array,binary-search",algorithms
34,Find First and Last Position of Element in Sorted Array,find-first-and-last-position-of-element-in-sorted-array,Medium,41.67716647721038,False,"array,binary-search",algorithms
35,Search Insert Position,search-insert-position,Easy,42.291225164020496,False,"array,binary-search",algorithms
36,Valid Sudoku,valid-sudoku,Medium,57.84217139926868,False,"array,hash-table,matrix",algorithms
37,Sudoku Solver,sudoku-solver,Hard,57.19236301817706,False,"array,backtracking,matrix",algorithms
38,Count and Say,count-and-say,Medium,51.621714971806384,False,string,algorithms
39,Combination Sum,combination-sum,Medium,68.13108854877305,False,"array,backtracking",algorithms
40,Combination Sum II,combination-sum-ii,Medium,53.36113004666887,False,"array,backtracking",algorithms
41,First Missing Positive,first-missing-positive,Hard,36.606329210474556,False,"array,hash-table",algorithms
42,Trapping Rain Water,trapping-rain-water,Hard,59.00506218464622,False,"array,two-pointers,dynamic-programming,stack,monotonic-stack",algorithms
43,Multiply Strings,multiply-strings,Medium,38.95975575559175,False,"math,string,simulation",algorithms
44,Wildcard Matching,wildcard-matching,Hard,26.857804501941484,False,"string,dynamic-programming,greedy,recursion",algorithms
45,Jump Game II,jump-game-ii,Medium,38.75654227269947,False,"array,dynamic-programming,greedy",algorithms
46,Permutations,permutations,Medium,75.18325957073557,False,"array,backtracking",algorithms
47,Permutations II,permutations-ii,Medium,57.014150630226936,False,"array,backtracking",algorithms
48,Rotate Image,rotate-image,Medium,70.42404196306265,False,"array,math,matrix",algorithms
49,Group Anagrams,group-anagrams,Medium,66.59131094551094,False,"array,hash-table,string,sorting",algorithms
50,"Pow(x, n)",powx-n,Medium,32.88109241156313,False,"math,recursion",algorithms
51,N-Queens,n-queens,Hard,63.54627573005048,False,"array,backtracking",algorithms
52,N-Queens II,n-queens-ii,Hard,71.24174950394307,False,backtracking,algorithms
53,Maximum Subarray,maximum-subarray,Medium,50.11074383824554,False,"array,divide-and-conquer,dynamic-programming",algorithms
54,Spiral Matrix,spiral-matrix,Medium,44.268651537822585,False,"array,matrix,simulation",algorithms
55,Jump Game,jump-game,Medium,38.85240147873841,False,"array,dynamic-programming,greedy",algorithms
56,Merge Intervals,merge-intervals,Medium,46.0545937174406,False,"array,sorting",algorithms
57,Insert Interval,insert-interval,Medium,38.04282978352968,False,array,algorithms
58,Length of Last Word,length-of-last-word,Easy,41.645275731049395,False,string,algorithms
59,Spiral Matrix II,spiral-matrix-ii,Medium,66.95563759178721,False,"array,matrix,simulation",algorithms
60,Permutation Sequence,permutation-sequence,Hard,44.05007428307293,False,"math,recursion",algorithms
61,Rotate List,rotate-list,Medium,35.929784170212585,False,"linked-list,two-pointers",algorithms
62,Unique Paths,unique-paths,Medium,62.48435934401003,False,"math,dynamic-programming,combinatorics",algorithms
63,Unique Paths II,unique-paths-ii,Medium,39.2474104960249,False,"array,dynamic-programming,matrix",algorithms
64,Minimum Path Sum,minimum-path-sum,Medium,60.869359026833855,False,"array,dynamic-programming,matrix",algorithms
65,Valid Number,valid-number,Hard,18.64645187878666,False,string,algorithms
66,Plus One,plus-one,Easy,43.51613903751257,False,"array,math",algorithms
67,Add Binary,add-binary,Easy,51.47367057935934,False,"math,string,bit-manipulation,simulation",algorithms
68,Text Justification,text-justification,Hard,37.06709033803622,False,"array,string,simulation",algorithms
69,Sqrt(x),sqrtx,Easy,37.192256111815155,False,"math,binary-search",algorithms
70,Climbing Stairs,climbing-stairs,Easy,52.12669740541674,False,"math,dynamic-programming,memoization",algorithms
71,Simplify Path,simplify-path,Medium,39.26355264870493,False,"string,stack",algorithms
72,Edit Distance,edit-distance,Hard,52.97307790301251,False,"string,dynamic-programming",algorithms
73,Set Matrix Zeroes,set-matrix-zeroes,Medium,50.55155055707918,False,"array,hash-table,matrix",algorithms
74,Search a 2D Matrix,search-a-2d-matrix,Medium,47.27070380266719,False,"array,binary-search,matrix",algorithms
75,Sort Colors,sort-colors,Medium,57.805246234316876,False,"array,two-pointers,sorting",algorithms
76,Minimum Window Substring,minimum-window-substring,Hard,40.78717191185482,False,"hash-table,string,sliding-window",algorithms
77,Combinations,combinations,Medium,66.51410619817479,False,backtracking,algorithms
78,Subsets,subsets,Medium,74.35909641658581,False,"array,backtracking,bit-manipulation",algorithms
79,Word Search,word-search,Medium,40.13141861853407,False,"array,backtracking,matrix",algorithms
80,Remove Duplicates from Sorted Array II,remove-duplicates-from-sorted-array-ii,Medium,51.92389813400968,False,"array,two-pointers",algorithms
81,Search in Rotated Sorted Array II,search-in-rotated-sorted-array-ii,Medium,35.75389944171988,False,"array,binary-search",algorithms
82,Remove Duplicates from Sorted List II,remove-duplicates-from-sorted-list-ii,Medium,45.64453496614936,False,"linked-list,two-pointers",algorithms
83,Remove Duplicates from Sorted List,remove-duplicates-from-sorted-list,Easy,50.18073187697686,False,linked-list,algorithms
84,Largest Rectangle in Histogram,largest-rectangle-in-histogram,Hard,42.33747459082317,False,"array,stack,monotonic-stack",algorithms
85,Maximal Rectangle,maximal-rectangle,Hard,44.40237727192897,False,"array,dynamic-programming,stack,matrix,monotonic-stack",algorithms
86,Partition List,partition-list,Medium,51.65530788200883,False,"linked-list,two-pointers",algorithms
87,Scramble String,scramble-string,Hard,36.10517789101178,False,"string,dynamic-programming",algorithms
88,Merge Sorted Array,merge-sorted-array,Easy,46.10937261486796,False,"array,two-pointers,sorting",algorithms
89,Gray Code,gray-code,Medium,56.806392947689986,False,"math,backtracking,bit-manipulation",algorithms
90,Subsets II,subsets-ii,Medium,55.602223351020385,False,"array,backtracking,bit-manipulation",algorithms
91,Decode Ways,decode-ways,Medium,32.47207788409759,False,"string,dynamic-programming",algorithms
92,Reverse Linked List II,reverse-linked-list-ii,Medium,45.41379216769385,False,linked-list,algorithms
93,Restore IP Addresses,restore-ip-addresses,Medium,43.91605706426979,False,"string,backtracking",algorithms
94,Binary Tree Inorder Traversal,binary-tree-inorder-traversal,Easy,73.35317264719733,False,"stack,tree,depth-first-search,binary-tree",algorithms
95,Unique Binary Search Trees II,unique-binary-search-trees-ii,Medium,51.95386064030132,False,"dynamic-programming,backtracking,tree,binary-search-tree,binary-tree",algorithms
96,Unique Binary Search Trees,unique-binary-search-trees,Medium,59.4299737636643,False,"math,dynamic-programming,tree,binary-search-tree,binary-tree",algorithms
97,Interleaving String,interleaving-string,Medium,37.21489758682184,False,"string,dynamic-programming",algorithms
98,Validate Binary Search Tree,validate-binary-search-tree,Medium,31.847576209772427,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
99,Recover Binary Search Tree,recover-binary-search-tree,Medium,50.60477674994732,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
100,Same Tree,same-tree,Easy,57.66194721659799,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
101,Symmetric Tree,symmetric-tree,Easy,53.23716816953892,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
102,Binary Tree Level Order Traversal,binary-tree-level-order-traversal,Medium,63.713795221642336,False,"tree,breadth-first-search,binary-tree",algorithms
103,Binary Tree Zigzag Level Order Traversal,binary-tree-zigzag-level-order-traversal,Medium,55.43766733155885,False,"tree,breadth-first-search,binary-tree",algorithms
104,Maximum Depth of Binary Tree,maximum-depth-of-binary-tree,Easy,73.31322125875121,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
105,Construct Binary Tree from Preorder and Inorder Traversal,construct-binary-tree-from-preorder-and-inorder-traversal,Medium,61.107672143148385,False,"array,hash-table,divide-and-conquer,tree,binary-tree",algorithms
106,Construct Binary Tree from Inorder and Postorder Traversal,construct-binary-tree-from-inorder-and-postorder-traversal,Medium,57.787606465110905,False,"array,hash-table,divide-and-conquer,tree,binary-tree",algorithms
107,Binary Tree Level Order Traversal II,binary-tree-level-order-traversal-ii,Medium,60.6871796547761,False,"tree,breadth-first-search,binary-tree",algorithms
108,Convert Sorted Array to Binary Search Tree,convert-sorted-array-to-binary-search-tree,Easy,69.40037989438429,False,"array,divide-and-conquer,tree,binary-search-tree,binary-tree",algorithms
109,Convert Sorted List to Binary Search Tree,convert-sorted-list-to-binary-search-tree,Medium,57.61912399495122,False,"linked-list,divide-and-conquer,tree,binary-search-tree,binary-tree",algorithms
110,Balanced Binary Tree,balanced-binary-tree,Easy,48.51577941165901,False,"tree,depth-first-search,binary-tree",algorithms
111,Minimum Depth of Binary Tree,minimum-depth-of-binary-tree,Easy,43.927578093692595,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
112,Path Sum,path-sum,Easy,47.887883679859584,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
113,Path Sum II,path-sum-ii,Medium,56.83799858957062,False,"backtracking,tree,depth-first-search,binary-tree",algorithms
114,Flatten Binary Tree to Linked List,flatten-binary-tree-to-linked-list,Medium,61.42910287358222,False,"linked-list,stack,tree,depth-first-search,binary-tree",algorithms
115,Distinct Subsequences,distinct-subsequences,Hard,44.057066400037534,False,"string,dynamic-programming",algorithms
116,Populating Next Right Pointers in Each Node,populating-next-right-pointers-in-each-node,Medium,59.87658469528028,False,"linked-list,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
117,Populating Next Right Pointers in Each Node II,populating-next-right-pointers-in-each-node-ii,Medium,49.952750984511354,False,"linked-list,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
118,Pascal's Triangle,pascals-triangle,Easy,69.88269659544186,False,"array,dynamic-programming",algorithms
119,Pascal's Triangle II,pascals-triangle-ii,Easy,60.170592265103075,False,"array,dynamic-programming",algorithms
120,Triangle,triangle,Medium,54.18558294329947,False,"array,dynamic-programming",algorithms
121,Best Time to Buy and Sell Stock,best-time-to-buy-and-sell-stock,Easy,54.32450342789963,False,"array,dynamic-programming",algorithms
122,Best Time to Buy and Sell Stock II,best-time-to-buy-and-sell-stock-ii,Medium,63.5845195666832,False,"array,dynamic-programming,greedy",algorithms
123,Best Time to Buy and Sell Stock III,best-time-to-buy-and-sell-stock-iii,Hard,45.14186495484349,False,"array,dynamic-programming",algorithms
124,Binary Tree Maximum Path Sum,binary-tree-maximum-path-sum,Hard,39.113161615338115,False,"dynamic-programming,tree,depth-first-search,binary-tree",algorithms
125,Valid Palindrome,valid-palindrome,Easy,43.97003291389521,False,"two-pointers,string",algorithms
126,Word Ladder II,word-ladder-ii,Hard,27.550650755663376,False,"hash-table,string,backtracking,breadth-first-search",algorithms
127,Word Ladder,word-ladder,Hard,36.88249348045651,False,"hash-table,string,breadth-first-search",algorithms
128,Longest Consecutive Sequence,longest-consecutive-sequence,Medium,48.764965136166296,False,"array,hash-table,union-find",algorithms
129,Sum Root to Leaf Numbers,sum-root-to-leaf-numbers,Medium,59.01152175989124,False,"tree,depth-first-search,binary-tree",algorithms
130,Surrounded Regions,surrounded-regions,Medium,36.35314974280026,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
131,Palindrome Partitioning,palindrome-partitioning,Medium,62.892751424868266,False,"string,dynamic-programming,backtracking",algorithms
132,Palindrome Partitioning II,palindrome-partitioning-ii,Hard,33.68851898068805,False,"string,dynamic-programming",algorithms
133,Clone Graph,clone-graph,Medium,51.26284633487821,False,"hash-table,depth-first-search,breadth-first-search,graph",algorithms
134,Gas Station,gas-station,Medium,45.96935017634792,False,"array,greedy",algorithms
135,Candy,candy,Hard,40.86349838792917,False,"array,greedy",algorithms
136,Single Number,single-number,Easy,70.30492520222842,False,"array,bit-manipulation",algorithms
137,Single Number II,single-number-ii,Medium,58.08169037517678,False,"array,bit-manipulation",algorithms
138,Copy List with Random Pointer,copy-list-with-random-pointer,Medium,50.890906833659734,False,"hash-table,linked-list",algorithms
139,Word Break,word-break,Medium,45.51458268538119,False,"hash-table,string,dynamic-programming,trie,memoization",algorithms
140,Word Break II,word-break-ii,Hard,44.85087822598261,False,"hash-table,string,dynamic-programming,backtracking,trie,memoization",algorithms
141,Linked List Cycle,linked-list-cycle,Easy,47.13576895530322,False,"hash-table,linked-list,two-pointers",algorithms
142,Linked List Cycle II,linked-list-cycle-ii,Medium,46.93747842958617,False,"hash-table,linked-list,two-pointers",algorithms
143,Reorder List,reorder-list,Medium,51.720330263256955,False,"linked-list,two-pointers,stack,recursion",algorithms
144,Binary Tree Preorder Traversal,binary-tree-preorder-traversal,Easy,66.23146530003967,False,"stack,tree,depth-first-search,binary-tree",algorithms
145,Binary Tree Postorder Traversal,binary-tree-postorder-traversal,Easy,67.22765174679174,False,"stack,tree,depth-first-search,binary-tree",algorithms
146,LRU Cache,lru-cache,Medium,40.49819844631643,False,"hash-table,linked-list,design,doubly-linked-list",algorithms
147,Insertion Sort List,insertion-sort-list,Medium,50.543460616960914,False,"linked-list,sorting",algorithms
148,Sort List,sort-list,Medium,54.582454178235714,False,"linked-list,two-pointers,divide-and-conquer,sorting,merge-sort",algorithms
149,Max Points on a Line,max-points-on-a-line,Hard,24.806670598746976,False,"array,hash-table,math,geometry",algorithms
150,Evaluate Reverse Polish Notation,evaluate-reverse-polish-notation,Medium,45.0927980370148,False,"array,math,stack",algorithms
151,Reverse Words in a String,reverse-words-in-a-string,Medium,32.158026714947255,False,"two-pointers,string",algorithms
152,Maximum Product Subarray,maximum-product-subarray,Medium,34.90537920581586,False,"array,dynamic-programming",algorithms
153,Find Minimum in Rotated Sorted Array,find-minimum-in-rotated-sorted-array,Medium,48.666861037060364,False,"array,binary-search",algorithms
154,Find Minimum in Rotated Sorted Array II,find-minimum-in-rotated-sorted-array-ii,Hard,43.46428786321802,False,"array,binary-search",algorithms
155,Min Stack,min-stack,Medium,52.06003389009924,False,"stack,design",algorithms
156,Binary Tree Upside Down,binary-tree-upside-down,Medium,61.76067092899853,True,"tree,depth-first-search,binary-tree",algorithms
157,Read N Characters Given Read4,read-n-characters-given-read4,Easy,40.84709194751359,True,"string,simulation,interactive",algorithms
158,Read N Characters Given read4 II - Call Multiple Times,read-n-characters-given-read4-ii-call-multiple-times,Hard,41.50999281024051,True,"string,simulation,interactive",algorithms
159,Longest Substring with At Most Two Distinct Characters,longest-substring-with-at-most-two-distinct-characters,Medium,53.64760931663904,True,"hash-table,string,sliding-window",algorithms
160,Intersection of Two Linked Lists,intersection-of-two-linked-lists,Easy,53.72726997970532,False,"hash-table,linked-list,two-pointers",algorithms
161,One Edit Distance,one-edit-distance,Medium,34.128154264889055,True,"two-pointers,string",algorithms
162,Find Peak Element,find-peak-element,Medium,46.16808742531286,False,"array,binary-search",algorithms
163,Missing Ranges,missing-ranges,Easy,32.100599344264474,True,array,algorithms
164,Maximum Gap,maximum-gap,Hard,42.9604883546611,False,"array,sorting,bucket-sort,radix-sort",algorithms
165,Compare Version Numbers,compare-version-numbers,Medium,35.54182133251052,False,"two-pointers,string",algorithms
166,Fraction to Recurring Decimal,fraction-to-recurring-decimal,Medium,24.17877364172991,False,"hash-table,math,string",algorithms
167,Two Sum II - Input Array Is Sorted,two-sum-ii-input-array-is-sorted,Medium,60.04929287659465,False,"array,two-pointers,binary-search",algorithms
168,Excel Sheet Column Title,excel-sheet-column-title,Easy,35.03937316894651,False,"math,string",algorithms
169,Majority Element,majority-element,Easy,63.92549609710998,False,"array,hash-table,divide-and-conquer,sorting,counting",algorithms
170,Two Sum III - Data structure design,two-sum-iii-data-structure-design,Easy,37.36768768181485,True,"array,hash-table,two-pointers,design,data-stream",algorithms
171,Excel Sheet Column Number,excel-sheet-column-number,Easy,61.66046894130249,False,"math,string",algorithms
172,Factorial Trailing Zeroes,factorial-trailing-zeroes,Medium,41.94414256347138,False,math,algorithms
173,Binary Search Tree Iterator,binary-search-tree-iterator,Medium,69.38130427284695,False,"stack,tree,design,binary-search-tree,binary-tree,iterator",algorithms
174,Dungeon Game,dungeon-game,Hard,37.3762255547299,False,"array,dynamic-programming,matrix",algorithms
175,Combine Two Tables,combine-two-tables,Easy,73.54127152436565,False,database,database
176,Second Highest Salary,second-highest-salary,Medium,36.979996415485104,False,database,database
177,Nth Highest Salary,nth-highest-salary,Medium,37.47701834458487,False,database,database
178,Rank Scores,rank-scores,Medium,60.191014669926645,False,database,database
179,Largest Number,largest-number,Medium,34.24477075128735,False,"array,string,greedy,sorting",algorithms
180,Consecutive Numbers,consecutive-numbers,Medium,46.74034197836991,False,database,database
181,Employees Earning More Than Their Managers,employees-earning-more-than-their-managers,Easy,68.83470504164407,False,database,database
182,Duplicate Emails,duplicate-emails,Easy,70.77109079464792,False,database,database
183,Customers Who Never Order,customers-who-never-order,Easy,68.35140008966215,False,database,database
184,Department Highest Salary,department-highest-salary,Medium,49.85269253376099,False,database,database
185,Department Top Three Salaries,department-top-three-salaries,Hard,50.253861325146175,False,database,database
186,Reverse Words in a String II,reverse-words-in-a-string-ii,Medium,52.650883748969534,True,"two-pointers,string",algorithms
187,Repeated DNA Sequences,repeated-dna-sequences,Medium,46.55247138699998,False,"hash-table,string,bit-manipulation,sliding-window,rolling-hash,hash-function",algorithms
188,Best Time to Buy and Sell Stock IV,best-time-to-buy-and-sell-stock-iv,Hard,38.42092442258995,False,"array,dynamic-programming",algorithms
189,Rotate Array,rotate-array,Medium,39.2838015107044,False,"array,math,two-pointers",algorithms
190,Reverse Bits,reverse-bits,Easy,53.02763792775207,False,"divide-and-conquer,bit-manipulation",algorithms
191,Number of 1 Bits,number-of-1-bits,Easy,65.61182175762377,False,"divide-and-conquer,bit-manipulation",algorithms
192,Word Frequency,word-frequency,Medium,25.624941601519918,False,shell,shell
193,Valid Phone Numbers,valid-phone-numbers,Easy,26.030785923658684,False,shell,shell
194,Transpose File,transpose-file,Medium,25.266648518894307,False,shell,shell
195,Tenth Line,tenth-line,Easy,32.946376800082604,False,shell,shell
196,Delete Duplicate Emails,delete-duplicate-emails,Easy,59.686581994124765,False,database,database
197,Rising Temperature,rising-temperature,Easy,44.66076642529316,False,database,database
198,House Robber,house-robber,Medium,49.212860383313064,False,"array,dynamic-programming",algorithms
199,Binary Tree Right Side View,binary-tree-right-side-view,Medium,61.384313015951065,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
200,Number of Islands,number-of-islands,Medium,56.61684965934863,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
201,Bitwise AND of Numbers Range,bitwise-and-of-numbers-range,Medium,42.382932686635165,False,bit-manipulation,algorithms
202,Happy Number,happy-number,Easy,54.60735313576743,False,"hash-table,math,two-pointers",algorithms
203,Remove Linked List Elements,remove-linked-list-elements,Easy,45.28788753688802,False,"linked-list,recursion",algorithms
204,Count Primes,count-primes,Medium,33.06249350584974,False,"array,math,enumeration,number-theory",algorithms
205,Isomorphic Strings,isomorphic-strings,Easy,42.69426907551898,False,"hash-table,string",algorithms
206,Reverse Linked List,reverse-linked-list,Easy,72.9333836900382,False,"linked-list,recursion",algorithms
207,Course Schedule,course-schedule,Medium,45.362785315038764,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
208,Implement Trie (Prefix Tree),implement-trie-prefix-tree,Medium,61.30635130017512,False,"hash-table,string,design,trie",algorithms
209,Minimum Size Subarray Sum,minimum-size-subarray-sum,Medium,44.7066535336192,False,"array,binary-search,sliding-window,prefix-sum",algorithms
210,Course Schedule II,course-schedule-ii,Medium,48.22578956705216,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
211,Design Add and Search Words Data Structure,design-add-and-search-words-data-structure,Medium,42.938184937094164,False,"string,depth-first-search,design,trie",algorithms
212,Word Search II,word-search-ii,Hard,36.67385424892493,False,"array,string,backtracking,trie,matrix",algorithms
213,House Robber II,house-robber-ii,Medium,40.83322842430737,False,"array,dynamic-programming",algorithms
214,Shortest Palindrome,shortest-palindrome,Hard,32.24605494114062,False,"string,rolling-hash,string-matching,hash-function",algorithms
215,Kth Largest Element in an Array,kth-largest-element-in-an-array,Medium,65.90802155968309,False,"array,divide-and-conquer,sorting,heap-priority-queue,quickselect",algorithms
216,Combination Sum III,combination-sum-iii,Medium,67.39184588557669,False,"array,backtracking",algorithms
217,Contains Duplicate,contains-duplicate,Easy,61.37025916918668,False,"array,hash-table,sorting",algorithms
218,The Skyline Problem,the-skyline-problem,Hard,41.69373975128986,False,"array,divide-and-conquer,binary-indexed-tree,segment-tree,line-sweep,heap-priority-queue,ordered-set",algorithms
219,Contains Duplicate II,contains-duplicate-ii,Easy,42.398042149522844,False,"array,hash-table,sliding-window",algorithms
220,Contains Duplicate III,contains-duplicate-iii,Hard,22.034615176058246,False,"array,sliding-window,sorting,bucket-sort,ordered-set",algorithms
221,Maximal Square,maximal-square,Medium,44.71833800718185,False,"array,dynamic-programming,matrix",algorithms
222,Count Complete Tree Nodes,count-complete-tree-nodes,Medium,60.0506161820347,False,"binary-search,tree,depth-first-search,binary-tree",algorithms
223,Rectangle Area,rectangle-area,Medium,45.00112908949301,False,"math,geometry",algorithms
224,Basic Calculator,basic-calculator,Hard,42.32381669132975,False,"math,string,stack,recursion",algorithms
225,Implement Stack using Queues,implement-stack-using-queues,Easy,58.092275399879135,False,"stack,design,queue",algorithms
226,Invert Binary Tree,invert-binary-tree,Easy,73.65184105836485,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
227,Basic Calculator II,basic-calculator-ii,Medium,42.32982450151689,False,"math,string,stack",algorithms
228,Summary Ranges,summary-ranges,Easy,46.9875579096146,False,array,algorithms
229,Majority Element II,majority-element-ii,Medium,44.54270707382435,False,"array,hash-table,sorting,counting",algorithms
230,Kth Smallest Element in a BST,kth-smallest-element-in-a-bst,Medium,69.69663310488139,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
231,Power of Two,power-of-two,Easy,45.82646631668219,False,"math,bit-manipulation,recursion",algorithms
232,Implement Queue using Stacks,implement-queue-using-stacks,Easy,62.702915344506096,False,"stack,design,queue",algorithms
233,Number of Digit One,number-of-digit-one,Hard,34.09183145108247,False,"math,dynamic-programming,recursion",algorithms
234,Palindrome Linked List,palindrome-linked-list,Easy,49.83655448103012,False,"linked-list,two-pointers,stack,recursion",algorithms
235,Lowest Common Ancestor of a Binary Search Tree,lowest-common-ancestor-of-a-binary-search-tree,Medium,60.771664900588775,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
236,Lowest Common Ancestor of a Binary Tree,lowest-common-ancestor-of-a-binary-tree,Medium,58.34816953101253,False,"tree,depth-first-search,binary-tree",algorithms
237,Delete Node in a Linked List,delete-node-in-a-linked-list,Medium,75.56552833471862,False,linked-list,algorithms
238,Product of Array Except Self,product-of-array-except-self,Medium,64.89148961578964,False,"array,prefix-sum",algorithms
239,Sliding Window Maximum,sliding-window-maximum,Hard,46.5033957469661,False,"array,queue,sliding-window,heap-priority-queue,monotonic-queue",algorithms
240,Search a 2D Matrix II,search-a-2d-matrix-ii,Medium,50.788578302017484,False,"array,binary-search,divide-and-conquer,matrix",algorithms
241,Different Ways to Add Parentheses,different-ways-to-add-parentheses,Medium,63.54254975060858,False,"math,string,dynamic-programming,recursion,memoization",algorithms
242,Valid Anagram,valid-anagram,Easy,62.893060172630946,False,"hash-table,string,sorting",algorithms
243,Shortest Word Distance,shortest-word-distance,Easy,64.96739069353863,True,"array,string",algorithms
244,Shortest Word Distance II,shortest-word-distance-ii,Medium,60.79507574645797,True,"array,hash-table,two-pointers,string,design",algorithms
245,Shortest Word Distance III,shortest-word-distance-iii,Medium,57.53762528670625,True,"array,string",algorithms
246,Strobogrammatic Number,strobogrammatic-number,Easy,47.777324135913815,True,"hash-table,two-pointers,string",algorithms
247,Strobogrammatic Number II,strobogrammatic-number-ii,Medium,51.50050360614359,True,"array,string,recursion",algorithms
248,Strobogrammatic Number III,strobogrammatic-number-iii,Hard,41.84609511994369,True,"array,string,recursion",algorithms
249,Group Shifted Strings,group-shifted-strings,Medium,64.2993011690595,True,"array,hash-table,string",algorithms
250,Count Univalue Subtrees,count-univalue-subtrees,Medium,55.331130985072676,True,"tree,depth-first-search,binary-tree",algorithms
251,Flatten 2D Vector,flatten-2d-vector,Medium,49.028428248312046,True,"array,two-pointers,design,iterator",algorithms
252,Meeting Rooms,meeting-rooms,Easy,57.14280698736257,True,"array,sorting",algorithms
253,Meeting Rooms II,meeting-rooms-ii,Medium,50.528235180422755,True,"array,two-pointers,greedy,sorting,heap-priority-queue,prefix-sum",algorithms
